year,rank,title,artist,lyrics_raw,lyrics_url
1985,62,Die With A Smile,Lady Gaga&Bruno Mars,,
1985,63,I Like The Way You Kiss Me,Artemas,,
1985,64,Need A Favor,Jelly Roll,,
1985,65,Save Me,Jelly RollWithLainey Wilson,,
1985,66,Euphoria,Kendrick Lamar,,
1985,67,Truck Bed,HARDY,,
1985,68,Jingle Bell Rock,Bobby Helms,,
1985,69,Flowers,Miley Cyrus,,
1985,70,Where The Wild Things Are,Luke Combs,,
1985,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
1985,72,La Diabla,Xavi,,
1985,73,Stargazing,Myles Smith,,
1985,74,Last Christmas,Wham!,,
1985,75,I Am Not Okay,Jelly Roll,,
1985,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
1985,77,White Horse,Chris Stapleton,,
1985,78,Lil Boo Thang,Paul Russell,,
1985,79,Good Good,"Usher,Summer Walker&21 Savage",,
1985,80,Act II: Date @ 8,4batz FeaturingDrake,,
1985,81,High Road,Koe Wetzel&jessie murph,,
1985,82,Monaco,Bad Bunny,,
1985,83,IDGAF,DrakeFeaturing Yeat,,
1985,84,Burn It Down,Parker McCollum,,
1985,85,Fukumean,Gunna,,
1985,86,Taste,Sabrina Carpenter,,
1985,87,Where It Ends,Bailey Zimmerman,,
1985,88,FTCU,Nicki Minaj,,
1985,89,Wildflower,Billie Eilish,,
1985,90,World On Fire,Nate Smith,,
1985,91,On My Mama,Victoria Monet,,
1985,92,"Yes, And?",Ariana Grande,,
1985,93,Exes,Tate McRae,,
1985,94,A Holly Jolly Christmas,Burl Ives,,
1985,95,Wind Up Missin' You,Tucker Wetmore,,
1985,96,Bulletproof,Nate Smith,,
1985,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
1985,98,The Painter,Cody Johnson,,
1985,99,Down Bad,Taylor Swift,,
1985,100,Dance The Night,Dua Lipa,,
1986,1,Lose Control,Teddy Swims,,
1986,2,A Bar Song (Tipsy),Shaboozey,,
1986,3,Beautiful Things,Benson Boone,,
1986,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
1986,5,Lovin On Me,Jack Harlow,,
1986,6,Not Like Us,Kendrick Lamar,,
1986,7,Espresso,Sabrina Carpenter,,
1986,8,Million Dollar Baby,Tommy Richman,,
1986,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
1986,10,Too Sweet,Hozier,,
1986,11,Stick Season,Noah Kahan,,
1986,12,Cruel Summer,Taylor Swift,,
1986,13,Greedy,Tate McRae,,
1986,14,Like That,"Future,Metro Boomin&Kendrick Lamar",,
1986,15,Birds Of A Feather,Billie Eilish,,
1986,16,Please Please Please,Sabrina Carpenter,,
1986,17,Agora Hills,Doja Cat,,
1986,18,"Good Luck, Babe!",Chappell Roan,,
1986,19,Saturn,SZA,,
1986,20,Snooze,SZA,,
1986,21,Paint The Town Red,Doja Cat,,
1986,22,Fortnight,Taylor SwiftFeaturingPost Malone,,
1986,23,Fast Car,Luke Combs,,
1986,24,Water,Tyla,,
1986,25,Feather,Sabrina Carpenter,,
1986,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,,
1986,27,Austin,Dasha,,
1986,28,Last Night,Morgan Wallen,,
1986,29,Cowgirls,Morgan WallenFeaturingERNEST,,
1986,30,Pink Skies,Zach Bryan,,
1986,31,Thinkin' Bout Me,Morgan Wallen,,
1986,32,Texas Hold 'Em,Beyonce,,
1986,33,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,,
1986,34,Miles On It,Marshmello &Kane Brown,,
1986,35,I Can Do It With A Broken Heart,Taylor Swift,,
1986,36,Wild Ones,jessie murph&Jelly Roll,,
1986,37,Ain't No Love In Oklahoma,Luke Combs,,
1986,38,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,,
1986,39,Houdini,Eminem,,
1986,40,Wanna Be,Glorilla&Megan Thee Stallion,,
1986,41,Slow It Down,Benson Boone,,
1986,42,Redrum,21 Savage,,
1986,43,Houdini,Dua Lipa,,
1986,44,Yeah Glo!,Glorilla,,
1986,45,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,,
1986,46,What Was I Made For?,Billie Eilish,,
1986,47,End Of Beginning,Djo,,
1986,48,Lunch,Billie Eilish,,
1986,49,Never Lose Me,Flo Milli,,
1986,50,Lies Lies Lies,Morgan Wallen,,
1986,51,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",,
1986,52,Gata Only,FloyyMenor X Cris Mj,,
1986,53,Hot To Go!,Chappell Roan,,
1986,54,All I Want For Christmas Is You,Mariah Carey,,
1986,55,Get It Sexyy,Sexyy Red,,
1986,56,Made For Me,muni long,,
1986,57,Vampire,Olivia Rodrigo,,
1986,58,Whatever She Wants,Bryson Tiller,,
1986,59,Rockin' Around The Christmas Tree,Brenda Lee,,
1986,60,Pretty Little Poison,Warren Zeiders,,
1986,61,First Person Shooter,DrakeFeaturingJ. Cole,,
1986,62,Die With A Smile,Lady Gaga&Bruno Mars,,
1986,63,I Like The Way You Kiss Me,Artemas,,
1986,64,Need A Favor,Jelly Roll,,
1986,65,Save Me,Jelly RollWithLainey Wilson,,
1986,66,Euphoria,Kendrick Lamar,,
1986,67,Truck Bed,HARDY,,
1986,68,Jingle Bell Rock,Bobby Helms,,
1986,69,Flowers,Miley Cyrus,,
1986,70,Where The Wild Things Are,Luke Combs,,
1986,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
1986,72,La Diabla,Xavi,,
1986,73,Stargazing,Myles Smith,,
1986,74,Last Christmas,Wham!,,
1986,75,I Am Not Okay,Jelly Roll,,
1986,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
1986,77,White Horse,Chris Stapleton,,
1986,78,Lil Boo Thang,Paul Russell,,
1986,79,Good Good,"Usher,Summer Walker&21 Savage",,
1986,80,Act II: Date @ 8,4batz FeaturingDrake,,
1986,81,High Road,Koe Wetzel&jessie murph,,
1986,82,Monaco,Bad Bunny,,
1986,83,IDGAF,DrakeFeaturing Yeat,,
1986,84,Burn It Down,Parker McCollum,,
1986,85,Fukumean,Gunna,,
1986,86,Taste,Sabrina Carpenter,,
1986,87,Where It Ends,Bailey Zimmerman,,
1986,88,FTCU,Nicki Minaj,,
1986,89,Wildflower,Billie Eilish,,
1986,90,World On Fire,Nate Smith,,
1986,91,On My Mama,Victoria Monet,,
1986,92,"Yes, And?",Ariana Grande,,
1986,93,Exes,Tate McRae,,
1986,94,A Holly Jolly Christmas,Burl Ives,,
1986,95,Wind Up Missin' You,Tucker Wetmore,,
1986,96,Bulletproof,Nate Smith,,
1986,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
1986,98,The Painter,Cody Johnson,,
1986,99,Down Bad,Taylor Swift,,
1986,100,Dance The Night,Dua Lipa,,
1987,1,Lose Control,Teddy Swims,,
1987,2,A Bar Song (Tipsy),Shaboozey,,
1987,3,Beautiful Things,Benson Boone,,
1987,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
1987,5,Lovin On Me,Jack Harlow,,
1987,6,Not Like Us,Kendrick Lamar,,
1987,7,Espresso,Sabrina Carpenter,,
1987,8,Million Dollar Baby,Tommy Richman,,
1987,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
1987,10,Too Sweet,Hozier,,
1987,11,Stick Season,Noah Kahan,,
1987,12,Cruel Summer,Taylor Swift,,
1987,13,Greedy,Tate McRae,,
1987,14,Like That,"Future,Metro Boomin&Kendrick Lamar",,
1987,15,Birds Of A Feather,Billie Eilish,,
1987,16,Please Please Please,Sabrina Carpenter,,
1987,17,Agora Hills,Doja Cat,,
1987,18,"Good Luck, Babe!",Chappell Roan,,
1987,19,Saturn,SZA,,
1987,20,Snooze,SZA,,
1987,21,Paint The Town Red,Doja Cat,,
1987,22,Fortnight,Taylor SwiftFeaturingPost Malone,,
1987,23,Fast Car,Luke Combs,,
1987,24,Water,Tyla,,
1987,25,Feather,Sabrina Carpenter,,
1987,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,,
1987,27,Austin,Dasha,,
1987,28,Last Night,Morgan Wallen,,
1987,29,Cowgirls,Morgan WallenFeaturingERNEST,,
1987,30,Pink Skies,Zach Bryan,,
1987,31,Thinkin' Bout Me,Morgan Wallen,,
1987,32,Texas Hold 'Em,Beyonce,,
1987,33,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,,
1987,34,Miles On It,Marshmello &Kane Brown,,
1987,35,I Can Do It With A Broken Heart,Taylor Swift,,
1987,36,Wild Ones,jessie murph&Jelly Roll,,
1987,37,Ain't No Love In Oklahoma,Luke Combs,,
1987,38,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,,
1987,39,Houdini,Eminem,,
1987,40,Wanna Be,Glorilla&Megan Thee Stallion,,
1987,41,Slow It Down,Benson Boone,,
1987,42,Redrum,21 Savage,,
1987,43,Houdini,Dua Lipa,,
1987,44,Yeah Glo!,Glorilla,,
1987,45,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,,
1987,46,What Was I Made For?,Billie Eilish,,
1987,47,End Of Beginning,Djo,,
1987,48,Lunch,Billie Eilish,,
1987,49,Never Lose Me,Flo Milli,,
1987,50,Lies Lies Lies,Morgan Wallen,,
1987,51,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",,
1987,52,Gata Only,FloyyMenor X Cris Mj,,
1987,53,Hot To Go!,Chappell Roan,,
1987,54,All I Want For Christmas Is You,Mariah Carey,,
1987,55,Get It Sexyy,Sexyy Red,,
1987,56,Made For Me,muni long,,
1987,57,Vampire,Olivia Rodrigo,,
1987,58,Whatever She Wants,Bryson Tiller,,
1987,59,Rockin' Around The Christmas Tree,Brenda Lee,,
1987,60,Pretty Little Poison,Warren Zeiders,,
1987,61,First Person Shooter,DrakeFeaturingJ. Cole,,
1987,62,Die With A Smile,Lady Gaga&Bruno Mars,,
1987,63,I Like The Way You Kiss Me,Artemas,,
1987,64,Need A Favor,Jelly Roll,,
1987,65,Save Me,Jelly RollWithLainey Wilson,,
1987,66,Euphoria,Kendrick Lamar,,
1987,67,Truck Bed,HARDY,,
1987,68,Jingle Bell Rock,Bobby Helms,,
1987,69,Flowers,Miley Cyrus,,
1987,70,Where The Wild Things Are,Luke Combs,,
1987,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
1987,72,La Diabla,Xavi,,
1987,73,Stargazing,Myles Smith,,
1987,74,Last Christmas,Wham!,,
1987,75,I Am Not Okay,Jelly Roll,,
1987,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
1987,77,White Horse,Chris Stapleton,,
1987,78,Lil Boo Thang,Paul Russell,,
1987,79,Good Good,"Usher,Summer Walker&21 Savage",,
1987,80,Act II: Date @ 8,4batz FeaturingDrake,,
1987,81,High Road,Koe Wetzel&jessie murph,,
1987,82,Monaco,Bad Bunny,,
1987,83,IDGAF,DrakeFeaturing Yeat,,
1987,84,Burn It Down,Parker McCollum,,
1987,85,Fukumean,Gunna,,
1987,86,Taste,Sabrina Carpenter,,
1987,87,Where It Ends,Bailey Zimmerman,,
1987,88,FTCU,Nicki Minaj,,
1987,89,Wildflower,Billie Eilish,,
1987,90,World On Fire,Nate Smith,,
1987,91,On My Mama,Victoria Monet,,
1987,92,"Yes, And?",Ariana Grande,,
1987,93,Exes,Tate McRae,,
1987,94,A Holly Jolly Christmas,Burl Ives,,
1987,95,Wind Up Missin' You,Tucker Wetmore,,
1987,96,Bulletproof,Nate Smith,,
1987,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
1987,98,The Painter,Cody Johnson,,
1987,99,Down Bad,Taylor Swift,,
1987,100,Dance The Night,Dua Lipa,,
1988,1,Lose Control,Teddy Swims,,
1988,2,A Bar Song (Tipsy),Shaboozey,,
1988,3,Beautiful Things,Benson Boone,,
1988,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
1988,5,Lovin On Me,Jack Harlow,,
1988,6,Not Like Us,Kendrick Lamar,,
1988,7,Espresso,Sabrina Carpenter,,
1988,8,Million Dollar Baby,Tommy Richman,,
1988,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
1988,10,Too Sweet,Hozier,,
1988,11,Stick Season,Noah Kahan,,
1988,12,Cruel Summer,Taylor Swift,,
1988,13,Greedy,Tate McRae,,
1988,14,Like That,"Future,Metro Boomin&Kendrick Lamar",,
1988,15,Birds Of A Feather,Billie Eilish,,
1988,16,Please Please Please,Sabrina Carpenter,,
1988,17,Agora Hills,Doja Cat,,
1988,18,"Good Luck, Babe!",Chappell Roan,,
1988,19,Saturn,SZA,,
1988,20,Snooze,SZA,,
1988,21,Paint The Town Red,Doja Cat,,
1988,22,Fortnight,Taylor SwiftFeaturingPost Malone,,
1988,23,Fast Car,Luke Combs,,
1988,24,Water,Tyla,,
1988,25,Feather,Sabrina Carpenter,,
1988,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,,
1988,27,Austin,Dasha,,
1988,28,Last Night,Morgan Wallen,,
1988,29,Cowgirls,Morgan WallenFeaturingERNEST,,
1988,30,Pink Skies,Zach Bryan,,
1988,31,Thinkin' Bout Me,Morgan Wallen,,
1988,32,Texas Hold 'Em,Beyonce,,
1988,33,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,,
1988,34,Miles On It,Marshmello &Kane Brown,,
1988,35,I Can Do It With A Broken Heart,Taylor Swift,,
1988,36,Wild Ones,jessie murph&Jelly Roll,,
1988,37,Ain't No Love In Oklahoma,Luke Combs,,
1988,38,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,,
1988,39,Houdini,Eminem,,
1988,40,Wanna Be,Glorilla&Megan Thee Stallion,,
1988,41,Slow It Down,Benson Boone,,
1988,42,Redrum,21 Savage,,
1988,43,Houdini,Dua Lipa,,
1988,44,Yeah Glo!,Glorilla,,
1988,45,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,,
1988,46,What Was I Made For?,Billie Eilish,,
1988,47,End Of Beginning,Djo,,
1988,48,Lunch,Billie Eilish,,
1988,49,Never Lose Me,Flo Milli,,
1988,50,Lies Lies Lies,Morgan Wallen,,
1988,51,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",,
1988,52,Gata Only,FloyyMenor X Cris Mj,,
1988,53,Hot To Go!,Chappell Roan,,
1988,54,All I Want For Christmas Is You,Mariah Carey,,
1988,55,Get It Sexyy,Sexyy Red,,
1988,56,Made For Me,muni long,,
1988,57,Vampire,Olivia Rodrigo,,
1988,58,Whatever She Wants,Bryson Tiller,,
1988,59,Rockin' Around The Christmas Tree,Brenda Lee,,
1988,60,Pretty Little Poison,Warren Zeiders,,
1988,61,First Person Shooter,DrakeFeaturingJ. Cole,,
1988,62,Die With A Smile,Lady Gaga&Bruno Mars,,
1988,63,I Like The Way You Kiss Me,Artemas,,
1988,64,Need A Favor,Jelly Roll,,
1988,65,Save Me,Jelly RollWithLainey Wilson,,
1988,66,Euphoria,Kendrick Lamar,,
1988,67,Truck Bed,HARDY,,
1988,68,Jingle Bell Rock,Bobby Helms,,
1988,69,Flowers,Miley Cyrus,,
1988,70,Where The Wild Things Are,Luke Combs,,
1988,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
1988,72,La Diabla,Xavi,,
1988,73,Stargazing,Myles Smith,,
1988,74,Last Christmas,Wham!,,
1988,75,I Am Not Okay,Jelly Roll,,
1988,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
1988,77,White Horse,Chris Stapleton,,
1988,78,Lil Boo Thang,Paul Russell,,
1988,79,Good Good,"Usher,Summer Walker&21 Savage",,
1988,80,Act II: Date @ 8,4batz FeaturingDrake,,
1988,81,High Road,Koe Wetzel&jessie murph,,
1988,82,Monaco,Bad Bunny,,
1988,83,IDGAF,DrakeFeaturing Yeat,,
1988,84,Burn It Down,Parker McCollum,,
1988,85,Fukumean,Gunna,,
1988,86,Taste,Sabrina Carpenter,,
1988,87,Where It Ends,Bailey Zimmerman,,
1988,88,FTCU,Nicki Minaj,,
1988,89,Wildflower,Billie Eilish,,
1988,90,World On Fire,Nate Smith,,
1988,91,On My Mama,Victoria Monet,,
1988,92,"Yes, And?",Ariana Grande,,
1988,93,Exes,Tate McRae,,
1988,94,A Holly Jolly Christmas,Burl Ives,,
1988,95,Wind Up Missin' You,Tucker Wetmore,,
1988,96,Bulletproof,Nate Smith,,
1988,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
1988,98,The Painter,Cody Johnson,,
1988,99,Down Bad,Taylor Swift,,
1988,100,Dance The Night,Dua Lipa,,
1989,1,Lose Control,Teddy Swims,,
1989,2,A Bar Song (Tipsy),Shaboozey,,
1989,3,Beautiful Things,Benson Boone,,
1989,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
1989,5,Lovin On Me,Jack Harlow,,
1989,6,Not Like Us,Kendrick Lamar,,
1989,7,Espresso,Sabrina Carpenter,,
1989,8,Million Dollar Baby,Tommy Richman,,
1989,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
1989,10,Too Sweet,Hozier,,
1989,11,Stick Season,Noah Kahan,,
1989,12,Cruel Summer,Taylor Swift,,
1989,13,Greedy,Tate McRae,,
1989,14,Like That,"Future,Metro Boomin&Kendrick Lamar",,
1989,15,Birds Of A Feather,Billie Eilish,,
1989,16,Please Please Please,Sabrina Carpenter,,
1989,17,Agora Hills,Doja Cat,,
1989,18,"Good Luck, Babe!",Chappell Roan,,
1989,19,Saturn,SZA,,
1989,20,Snooze,SZA,,
1989,21,Paint The Town Red,Doja Cat,,
1989,22,Fortnight,Taylor SwiftFeaturingPost Malone,,
1989,23,Fast Car,Luke Combs,,
1989,24,Water,Tyla,,
1989,25,Feather,Sabrina Carpenter,,
1989,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,,
1989,27,Austin,Dasha,,
1989,28,Last Night,Morgan Wallen,,
1989,29,Cowgirls,Morgan WallenFeaturingERNEST,,
1989,30,Pink Skies,Zach Bryan,,
1989,31,Thinkin' Bout Me,Morgan Wallen,,
1989,32,Texas Hold 'Em,Beyonce,,
1989,33,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,,
1989,34,Miles On It,Marshmello &Kane Brown,,
1989,35,I Can Do It With A Broken Heart,Taylor Swift,,
1989,36,Wild Ones,jessie murph&Jelly Roll,,
1989,37,Ain't No Love In Oklahoma,Luke Combs,,
1989,38,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,,
1989,39,Houdini,Eminem,,
1989,40,Wanna Be,Glorilla&Megan Thee Stallion,,
1989,41,Slow It Down,Benson Boone,,
1989,42,Redrum,21 Savage,,
1989,43,Houdini,Dua Lipa,,
1989,44,Yeah Glo!,Glorilla,,
1989,45,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,,
1989,46,What Was I Made For?,Billie Eilish,,
1989,47,End Of Beginning,Djo,,
1989,48,Lunch,Billie Eilish,,
1989,49,Never Lose Me,Flo Milli,,
1989,50,Lies Lies Lies,Morgan Wallen,,
1989,51,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",,
1989,52,Gata Only,FloyyMenor X Cris Mj,,
1989,53,Hot To Go!,Chappell Roan,,
1989,54,All I Want For Christmas Is You,Mariah Carey,,
1989,55,Get It Sexyy,Sexyy Red,,
1989,56,Made For Me,muni long,,
1989,57,Vampire,Olivia Rodrigo,,
1989,58,Whatever She Wants,Bryson Tiller,,
1989,59,Rockin' Around The Christmas Tree,Brenda Lee,,
1989,60,Pretty Little Poison,Warren Zeiders,,
1989,61,First Person Shooter,DrakeFeaturingJ. Cole,,
1989,62,Die With A Smile,Lady Gaga&Bruno Mars,,
1989,63,I Like The Way You Kiss Me,Artemas,,
1989,64,Need A Favor,Jelly Roll,,
1989,65,Save Me,Jelly RollWithLainey Wilson,,
1989,66,Euphoria,Kendrick Lamar,,
1989,67,Truck Bed,HARDY,,
1989,68,Jingle Bell Rock,Bobby Helms,,
1989,69,Flowers,Miley Cyrus,,
1989,70,Where The Wild Things Are,Luke Combs,,
1989,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
1989,72,La Diabla,Xavi,,
1989,73,Stargazing,Myles Smith,,
1989,74,Last Christmas,Wham!,,
1989,75,I Am Not Okay,Jelly Roll,,
1989,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
1989,77,White Horse,Chris Stapleton,,
1989,78,Lil Boo Thang,Paul Russell,,
1989,79,Good Good,"Usher,Summer Walker&21 Savage",,
1989,80,Act II: Date @ 8,4batz FeaturingDrake,,
1989,81,High Road,Koe Wetzel&jessie murph,,
1989,82,Monaco,Bad Bunny,,
1989,83,IDGAF,DrakeFeaturing Yeat,,
1989,84,Burn It Down,Parker McCollum,,
1989,85,Fukumean,Gunna,,
1989,86,Taste,Sabrina Carpenter,,
1989,87,Where It Ends,Bailey Zimmerman,,
1989,88,FTCU,Nicki Minaj,,
1989,89,Wildflower,Billie Eilish,,
1989,90,World On Fire,Nate Smith,,
1989,91,On My Mama,Victoria Monet,,
1989,92,"Yes, And?",Ariana Grande,,
1989,93,Exes,Tate McRae,,
1989,94,A Holly Jolly Christmas,Burl Ives,,
1989,95,Wind Up Missin' You,Tucker Wetmore,,
1989,96,Bulletproof,Nate Smith,,
1989,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
1989,98,The Painter,Cody Johnson,,
1989,99,Down Bad,Taylor Swift,,
1989,100,Dance The Night,Dua Lipa,,
1990,1,Lose Control,Teddy Swims,,
1990,2,A Bar Song (Tipsy),Shaboozey,,
1990,3,Beautiful Things,Benson Boone,,
1990,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
1990,5,Lovin On Me,Jack Harlow,,
1990,6,Not Like Us,Kendrick Lamar,,
1990,7,Espresso,Sabrina Carpenter,,
1990,8,Million Dollar Baby,Tommy Richman,,
1990,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
1990,10,Too Sweet,Hozier,,
1990,11,Stick Season,Noah Kahan,,
1990,12,Cruel Summer,Taylor Swift,,
1990,13,Greedy,Tate McRae,,
1990,14,Like That,"Future,Metro Boomin&Kendrick Lamar",,
1990,15,Birds Of A Feather,Billie Eilish,,
1990,16,Please Please Please,Sabrina Carpenter,,
1990,17,Agora Hills,Doja Cat,,
1990,18,"Good Luck, Babe!",Chappell Roan,,
1990,19,Saturn,SZA,,
1990,20,Snooze,SZA,,
1990,21,Paint The Town Red,Doja Cat,,
1990,22,Fortnight,Taylor SwiftFeaturingPost Malone,,
1990,23,Fast Car,Luke Combs,,
1990,24,Water,Tyla,,
1990,25,Feather,Sabrina Carpenter,,
1990,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,,
1990,27,Austin,Dasha,,
1990,28,Last Night,Morgan Wallen,,
1990,29,Cowgirls,Morgan WallenFeaturingERNEST,,
1990,30,Pink Skies,Zach Bryan,,
1990,31,Thinkin' Bout Me,Morgan Wallen,,
1990,32,Texas Hold 'Em,Beyonce,,
1990,33,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,,
1990,34,Miles On It,Marshmello &Kane Brown,,
1990,35,I Can Do It With A Broken Heart,Taylor Swift,,
1990,36,Wild Ones,jessie murph&Jelly Roll,,
1990,37,Ain't No Love In Oklahoma,Luke Combs,,
1990,38,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,,
1990,39,Houdini,Eminem,,
1990,40,Wanna Be,Glorilla&Megan Thee Stallion,,
1990,41,Slow It Down,Benson Boone,,
1990,42,Redrum,21 Savage,,
1990,43,Houdini,Dua Lipa,,
1990,44,Yeah Glo!,Glorilla,,
1990,45,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,,
1990,46,What Was I Made For?,Billie Eilish,,
1990,47,End Of Beginning,Djo,,
1990,48,Lunch,Billie Eilish,,
1990,49,Never Lose Me,Flo Milli,,
1990,50,Lies Lies Lies,Morgan Wallen,,
1990,51,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",,
1990,52,Gata Only,FloyyMenor X Cris Mj,,
1990,53,Hot To Go!,Chappell Roan,,
1990,54,All I Want For Christmas Is You,Mariah Carey,,
1990,55,Get It Sexyy,Sexyy Red,,
1990,56,Made For Me,muni long,,
1990,57,Vampire,Olivia Rodrigo,,
1990,58,Whatever She Wants,Bryson Tiller,,
1990,59,Rockin' Around The Christmas Tree,Brenda Lee,,
1990,60,Pretty Little Poison,Warren Zeiders,,
1990,61,First Person Shooter,DrakeFeaturingJ. Cole,,
1990,62,Die With A Smile,Lady Gaga&Bruno Mars,,
1990,63,I Like The Way You Kiss Me,Artemas,,
1990,64,Need A Favor,Jelly Roll,,
1990,65,Save Me,Jelly RollWithLainey Wilson,,
1990,66,Euphoria,Kendrick Lamar,,
1990,67,Truck Bed,HARDY,,
1990,68,Jingle Bell Rock,Bobby Helms,,
1990,69,Flowers,Miley Cyrus,,
1990,70,Where The Wild Things Are,Luke Combs,,
1990,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
1990,72,La Diabla,Xavi,,
1990,73,Stargazing,Myles Smith,,
1990,74,Last Christmas,Wham!,,
1990,75,I Am Not Okay,Jelly Roll,,
1990,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
1990,77,White Horse,Chris Stapleton,,
1990,78,Lil Boo Thang,Paul Russell,,
1990,79,Good Good,"Usher,Summer Walker&21 Savage",,
1990,80,Act II: Date @ 8,4batz FeaturingDrake,,
1990,81,High Road,Koe Wetzel&jessie murph,,
1990,82,Monaco,Bad Bunny,,
1990,83,IDGAF,DrakeFeaturing Yeat,,
1990,84,Burn It Down,Parker McCollum,,
1990,85,Fukumean,Gunna,,
1990,86,Taste,Sabrina Carpenter,,
1990,87,Where It Ends,Bailey Zimmerman,,
1990,88,FTCU,Nicki Minaj,,
1990,89,Wildflower,Billie Eilish,,
1990,90,World On Fire,Nate Smith,,
1990,91,On My Mama,Victoria Monet,,
1990,92,"Yes, And?",Ariana Grande,,
1990,93,Exes,Tate McRae,,
1990,94,A Holly Jolly Christmas,Burl Ives,,
1990,95,Wind Up Missin' You,Tucker Wetmore,,
1990,96,Bulletproof,Nate Smith,,
1990,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
1990,98,The Painter,Cody Johnson,,
1990,99,Down Bad,Taylor Swift,,
1990,100,Dance The Night,Dua Lipa,,
1991,1,Lose Control,Teddy Swims,,
1991,2,A Bar Song (Tipsy),Shaboozey,,
1991,3,Beautiful Things,Benson Boone,,
1991,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
1991,5,Lovin On Me,Jack Harlow,,
1991,6,Not Like Us,Kendrick Lamar,,
1991,7,Espresso,Sabrina Carpenter,,
1991,8,Million Dollar Baby,Tommy Richman,,
1991,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
1991,10,Too Sweet,Hozier,,
1991,11,Stick Season,Noah Kahan,,
1991,12,Cruel Summer,Taylor Swift,,
1991,13,Greedy,Tate McRae,,
1991,14,Like That,"Future,Metro Boomin&Kendrick Lamar",,
1991,15,Birds Of A Feather,Billie Eilish,,
1991,16,Please Please Please,Sabrina Carpenter,,
1991,17,Agora Hills,Doja Cat,,
1991,18,"Good Luck, Babe!",Chappell Roan,,
1991,19,Saturn,SZA,,
1991,20,Snooze,SZA,,
1991,21,Paint The Town Red,Doja Cat,,
1991,22,Fortnight,Taylor SwiftFeaturingPost Malone,,
1991,23,Fast Car,Luke Combs,,
1991,24,Water,Tyla,,
1991,25,Feather,Sabrina Carpenter,,
1991,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,,
1991,27,Austin,Dasha,,
1991,28,Last Night,Morgan Wallen,,
